transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
10593,77,2770,11/23/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,4/10/2012,1660.88
10594,61,690,10/27/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,5/18/2012,14.23
10595,6,1223,6/18/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,8/5/2003,91.15
10596,92,2335,10/29/2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1/5/2003,155.65
10597,74,2051,1/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16
10598,46,2234,6/5/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
10599,37,48,10/9/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,5/10/1997,1544.61
10600,99,539,9/1/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,10/1/2006,189.28
10601,39,2681,6/6/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,5/10/1997,1230.27
10602,87,981,5/25/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6
10603,23,724,12/7/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/1/2006,75.75
10604,20,1567,6/16/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/5/2010,195.34
10605,70,3278,9/24/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,4/11/2015,198.29
10606,52,1230,10/15/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,11/25/2001,450.77
10607,18,1497,6/3/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,8/10/2015,459.46
10608,74,991,4/1/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16
10609,99,2551,1/23/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,8/10/1994,456.45
10610,63,2600,7/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,4/11/2015,1383.61
10611,55,1919,11/16/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,10/18/2015,1295.43
10612,45,255,4/9/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,4/12/1993,356.5
10613,21,359,11/3/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,7/15/1993,690.49
10614,89,1558,12/22/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,7/9/2016,1305.25
10615,39,2493,11/6/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,12/11/2007,1230.27
10616,9,2466,12/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,8/5/1991,133.78
10617,63,2907,10/17/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3
10618,0,531,2/3/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,12/2/2012,17.87
10619,59,2658,11/12/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,6/23/1993,327.98
10620,43,195,12/9/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2/9/1997,502.47
10621,20,1774,8/22/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/7/2011,195.34
10622,91,134,2/16/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,8/10/1994,25.09
10623,51,1283,9/28/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,4/10/2012,802.26
10624,56,2241,2/2/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75
10625,19,2560,9/8/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8
10626,17,1479,4/19/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86
10627,44,590,6/15/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2/16/2003,1660.88
10628,52,2936,7/26/2017,TRUE,Cancelled,OHM Cycles,Road,medium,medium,1280.28,829.51,9/16/2013,450.77
10629,76,3409,7/12/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10/10/2014,128.46
10630,72,357,8/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,12/6/2016,90.1
10631,81,2941,4/8/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,7/10/1991,64.51
10632,0,686,8/9/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,11/22/2016,15.08
10633,63,478,1/29/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,99.59,5/18/2012,1383.61
10634,72,2378,12/20/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,12/6/2016,90.1
10635,34,2844,12/7/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,3/18/2003,309.81
10636,74,2067,6/26/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,5/22/2000,827.16
10637,0,3035,5/4/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,12/18/2004,75.48
10638,73,3389,3/21/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,333.18,8/31/2002,1612.25
10639,22,2249,9/6/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,7/15/1993,15.08
10640,0,2325,8/19/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,10/10/2002,25.09
10641,14,2443,2/9/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/24/1995,737.17
10642,0,3139,5/18/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,3/29/2016,25.09
10643,5,2583,2/3/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
10644,8,276,1/15/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39
10645,14,1081,10/2/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55
10646,93,1785,5/5/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,11/3/2000,834.94
10647,76,861,3/19/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
10648,82,433,8/8/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,8/10/2015,459.46
10649,91,3265,3/20/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10/10/2014,128.46
10650,68,2527,11/20/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,10/24/1995,1592.19
10651,17,2629,2/17/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25
10652,70,2018,11/25/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,4/11/2015,198.29
10653,1,3184,2/18/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,9/28/2004,448.68
10654,56,1714,11/22/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,11/10/1991,75.75
10655,38,63,10/23/2017,FALSE,Approved,Solex,Standard,medium,medium,1577.53,826.51,12/11/2007,751.02
10656,20,1763,11/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,4/5/1996,195.34
10657,23,1905,6/7/2017,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,10/2/1993,75.75
10658,36,2242,7/13/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,5/9/2011,437.46
10659,96,1232,6/19/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
10660,50,1607,4/11/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,4/10/2012,43.97
10661,37,2095,9/16/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61
10662,38,9,9/30/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,826.51,6/7/2010,751.02
10663,6,69,12/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2/7/2003,91.15
10664,7,983,9/30/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94
10665,54,733,6/1/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,4/12/2009,1279.4
10666,27,1048,4/19/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6/23/1999,110.81
10667,40,2610,5/7/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2/2/2006,583.27
10668,3,2779,10/9/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,8/4/2007,1702.55
10669,7,2598,10/1/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,9/28/2004,745.94
10670,43,1301,2/17/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
10671,77,719,12/19/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21
10672,36,3050,9/5/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
10673,30,3324,7/21/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,448.9,7/20/1999,299.27
10674,4,830,5/15/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65
10675,19,3262,3/28/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,3/8/2009,4.8
10676,53,29,1/4/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76
10677,85,1951,9/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,8/2/2015,547.28
10678,40,1446,11/14/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2/2/2006,583.27
10679,41,1457,6/19/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,7/28/2014,104.24
10680,0,2419,10/19/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,6/23/1993,179.44
10681,55,317,9/11/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,8/24/2011,1295.43
10682,4,1000,4/9/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65
10683,0,1286,2/3/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,7/26/1999,25.09
10684,27,1347,9/30/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,10/11/1992,110.81
10685,0,1662,10/29/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,10/4/1997,45.96
10686,28,2812,1/13/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,12/7/2005,187.39
10687,33,3445,12/16/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,6/7/2010,144.26
10688,21,2373,7/22/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,12/7/2005,1103.43
10689,61,1862,4/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,12/16/1998,64.51
10690,66,1814,7/17/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,11/5/2010,64.93
10691,52,1140,6/22/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1/21/1991,450.77
10692,94,2716,8/9/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,6/9/2013,641.64
10693,14,2490,7/8/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,11/9/1996,152.55
10694,92,2858,6/6/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,9/10/2003,155.65
10695,3,3055,10/21/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,7/20/1993,1702.55
10696,28,1226,9/19/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,3/18/2003,133.78
10697,96,1054,1/15/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,3/29/2016,129.01
10698,46,2019,6/4/2017,,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82 ,36361,
10699,29,921,9/7/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,11/22/2016,135.85
10700,3,815,1/20/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,11/7/1991,1702.55
10701,89,2175,3/9/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,4/20/1993,1305.25
10702,97,2164,4/7/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,5/6/1991,50.66
10703,26,2991,5/25/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3
10704,21,285,12/23/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,4/5/1996,690.49
10705,77,181,5/25/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1/10/2011,445.21
10706,69,2432,1/4/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,10/10/2014,198.22
10707,41,15,9/20/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,5/10/1997,104.24
10708,28,1587,9/30/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,10/11/1992,133.78
10709,79,2883,7/7/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,12/18/2004,737.57
10710,0,2682,1/26/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,8/7/2004,110.56
10711,95,2942,2/20/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1/25/1997,139.23
10712,91,949,10/3/2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,8/10/1994,25.09
10713,39,2788,9/2/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,6/7/2010,1230.27
10714,32,1109,6/5/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6
10715,5,1385,8/10/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
10716,96,1052,2/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,6/9/2013,641.64
10717,82,1602,12/23/2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,8/10/2015,459.46
10718,70,1295,6/21/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,4/11/2015,198.29
10719,16,3157,7/20/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,7/15/1993,182.81
10720,96,1447,6/2/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,10/10/2002,129.01
10721,8,1532,6/28/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,11/7/1991,187.39
10722,54,3479,11/29/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,4/12/2009,1279.4
10723,16,3440,3/20/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,9/9/1994,182.81
10724,3,3389,11/6/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,9/15/2012,1702.55
10725,58,1444,5/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12
10726,0,1874,9/22/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,4/11/2015,179.44
10727,90,1391,8/1/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,12/19/1995,437.46
10728,0,2080,1/15/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,6/23/1999,110.81
10729,0,2714,4/26/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,10/4/1997,45.96
10730,88,2946,3/14/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36
10731,48,2517,8/7/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,6/4/2012,812.44
10732,0,2224,3/18/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,6/4/2012,133.38
10733,89,3091,2/26/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1/5/2003,1305.25
10734,1,3484,2/18/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,10/24/1995,1010.02
10735,69,1481,12/1/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,10/2/1992,198.22
10736,0,2240,10/9/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2/16/2003,133.38
10737,53,1740,11/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,7/20/1993,693.76
10738,65,2985,6/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,10/24/1995,1028.76
10739,5,720,1/3/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/7/2004,114.93
10740,9,3308,10/24/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,11/9/1996,75.14
10741,0,1652,6/21/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2/4/2016,15.08
10742,85,1307,8/8/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,7/10/1991,827.16
10743,52,2427,12/27/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,3/22/2002,957.02
10744,88,279,12/16/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,12/16/1998,817.36
10745,81,1595,10/3/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,4/12/1993,502.47
10746,98,2954,12/24/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1/16/2004,143.36
10747,68,1824,11/22/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,12/6/2016,1592.19
10748,43,1690,4/8/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,5/9/2011,502.47
10749,67,2010,4/20/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,8/5/1991,690.49
10750,99,1024,6/19/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,7/28/2014,189.28
10751,22,587,11/7/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,5/7/2011,15.08
10752,13,2729,6/10/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,589.27,10/18/2015,574.62
10753,62,2802,7/11/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,6/23/1993,179.44
10754,98,2260,4/2/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2/9/1997,693.76
10755,35,656,12/20/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/14/2016,448.68
10756,95,2711,7/25/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13
10757,5,839,5/22/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
10758,26,2941,2/13/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,5/26/1993,1230.3
10759,35,2687,8/3/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,11/14/2016,448.68
10760,8,603,2/20/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,1516.13,4/16/2011,187.39
10761,95,3227,6/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13
10762,5,2929,7/31/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
10763,20,3369,6/26/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,5/5/2010,195.34
10764,43,1624,11/20/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/11/2007,502.47
10765,14,1526,6/18/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,8/5/2003,152.55
10766,42,3388,3/13/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,3/19/2008,199.1
10767,29,2358,10/23/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,6/9/2013,834.94
10768,2,2527,8/31/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,8/29/2011,17.87
10769,100,3256,12/18/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,5/6/1991,830.24
10770,90,660,8/7/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,507.58,12/19/1995,437.46
10771,81,1457,9/1/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,8/7/2004,64.51
10772,59,2508,8/29/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,10/2/1993,327.98
10773,5,1958,8/20/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,8/29/2011,114.93
10774,37,651,1/4/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61
10775,1,17,5/1/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,8/9/2005,448.68
10776,38,973,8/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,9/15/2012,1702.55
10777,17,665,9/17/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,11/9/1996,409.86
10778,30,1075,5/25/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,8/10/1994,456.45
10779,28,3388,5/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,8/5/1991,133.78
10780,99,716,5/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,8/10/1994,456.45
10781,21,2642,3/5/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,3/3/2014,1103.43
10782,43,2475,10/6/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
10783,65,1867,12/28/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,5/21/2015,1028.76
10784,59,3039,7/20/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,733.58,7/20/1993,327.98
10785,72,1290,6/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,10/18/2015,771.12
10786,36,1052,4/17/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
10787,43,3448,4/16/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,9/9/2003,737.57
10788,95,2084,11/11/2017,,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43 ,37539,
10789,68,62,12/25/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,5/22/2006,1592.19
10790,31,2535,5/8/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,11/10/2006,57.73
10791,34,2126,2/14/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2/2/2006,309.81
10792,89,8,1/4/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,7/9/2016,1305.25
10793,95,548,12/9/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,8/7/2004,139.23
10794,25,3495,3/21/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,4/10/2012,802.26
10795,50,1578,2/21/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,6/7/2010,431.33
10796,46,975,10/30/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,12/11/2007,1215.34
10797,38,2377,12/23/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,9/16/2013,1702.55
10798,27,2024,4/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,10/11/1992,110.81
10799,87,1881,11/15/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,7/26/1999,471.6
10800,7,2986,5/18/2017,,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43 ,38258,
10801,76,390,4/17/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,10/10/2014,128.46
10802,95,3370,8/27/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,12/16/1998,139.23
10803,7,128,8/1/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,8/5/2003,745.94
10804,74,2363,6/2/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,7/10/1991,827.16
10805,60,2913,7/25/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,10/22/2005,217.51
10806,15,1374,11/9/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,12/7/2005,209.84
10807,28,2447,11/21/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,11/10/2006,133.78
10808,58,1314,8/2/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,6/17/2015,771.12
10809,92,1210,10/14/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1/5/2003,155.65
10810,4,1758,2/28/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,8/9/2005,451.65
10811,15,1645,2/5/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,4/5/1996,209.84
10812,82,3158,9/11/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,9/16/2013,459.46
10813,95,922,6/25/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,9/10/2003,41.13
10814,14,2323,6/1/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,10/24/1995,737.17
10815,43,2914,2/23/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,12/4/1999,502.47
10816,37,223,8/21/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,7/20/1999,1544.61
10817,75,463,4/23/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,9/9/2003,1010.02
10818,72,429,10/2/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,11/5/2010,771.12
10819,80,2796,11/28/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1/25/1997,139.23
10820,3,2172,2/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2/2/2006,1702.55
10821,10,3429,8/31/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,8/31/2002,1612.25
10822,97,3217,6/9/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,3/29/2016,50.66
10823,87,2928,4/29/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,8/25/1997,471.6
